interaction_id,customer_id,date,channel,touchpoint,product,region,csat_score,resolution_time_hrs,resolution_status,first_contact_resolution,effort_score,sentiment,age_group,tenure_months
INT002976,CX04868,2026-03-19,In-Store,Support,Add-on Services,Asia Pacific,4.21,0.25,Resolved,1,4.1,Positive,26-35,34
INT002977,CX02230,2026-01-07,In-Store,Renewal,Enterprise Plan,North America,4.27,0.85,Resolved,0,2.0,Negative,26-35,2
INT002978,CX03899,2025-07-15,Live Chat,Renewal,Add-on Services,North America,4.23,0.19,Resolved,1,3.2,Positive,46-55,13
INT002979,CX01527,2025-12-20,Mobile App,Support,Pro Plan,Asia Pacific,3.61,0.08,Resolved,1,4.5,Neutral,36-45,6
INT002980,CX03003,2026-05-08,Email,Onboarding,Pro Plan,North America,3.25,3.79,Pending,1,4.8,Neutral,46-55,35
INT002981,CX03811,2026-04-15,Email,Support,Basic Plan,Latin America,3.17,4.56,Pending,1,1.2,Positive,36-45,39
INT002982,CX03397,2025-09-03,Mobile App,Renewal,Basic Plan,Asia Pacific,3.67,0.14,Pending,1,3.2,Negative,46-55,1
INT002983,CX02148,2025-05-30,Mobile App,Complaint,Enterprise Plan,Europe,1.57,0.19,Resolved,1,4.7,Positive,18-25,36
INT002984,CX04623,2025-08-31,Email,Feedback,Add-on Services,Asia Pacific,3.11,4.69,Escalated,1,1.0,Positive,18-25,23
INT002985,CX00227,2026-03-02,Mobile App,Complaint,Pro Plan,Latin America,2.06,0.08,Escalated,0,3.5,Positive,46-55,52
INT002986,CX01676,2025-06-14,In-Store,Support,Add-on Services,Asia Pacific,4.32,0.51,Resolved,1,3.3,Neutral,36-45,30
INT002987,CX02266,2026-05-12,Phone,Purchase,Add-on Services,Asia Pacific,3.52,0.31,Escalated,1,2.1,Positive,18-25,17
INT002988,CX01796,2026-01-02,Email,Renewal,Pro Plan,Europe,3.91,2.56,Resolved,1,2.7,Neutral,46-55,17
INT002989,CX01800,2025-11-13,Email,Complaint,Enterprise Plan,North America,2.62,1.15,Resolved,1,3.7,Neutral,18-25,51
INT002990,CX01757,2026-01-09,Email,Feedback,Enterprise Plan,North America,2.55,2.67,Resolved,1,4.4,Positive,55+,22
INT002991,CX02380,2026-04-26,Mobile App,Renewal,Basic Plan,Asia Pacific,3.89,0.07,Escalated,1,1.5,Neutral,36-45,47
INT002992,CX02862,2025-12-09,Mobile App,Purchase,Pro Plan,North America,4.89,0.08,Resolved,1,2.8,Positive,18-25,55
INT002993,CX04534,2025-07-07,Email,Support,Basic Plan,Asia Pacific,4.16,2.18,Resolved,1,2.7,Neutral,18-25,36
INT002994,CX02219,2025-06-14,Live Chat,Support,Enterprise Plan,Europe,4.08,0.1,Escalated,1,2.8,Positive,36-45,43
INT002995,CX01305,2026-02-11,Phone,Onboarding,Basic Plan,Asia Pacific,3.64,0.13,Resolved,1,1.8,Positive,18-25,6
INT002996,CX00309,2026-01-13,Phone,Renewal,Add-on Services,Latin America,4.08,0.43,Resolved,1,1.9,Neutral,55+,53
INT002997,CX01846,2026-03-10,Live Chat,Complaint,Pro Plan,North America,3.39,0.12,Pending,1,4.6,Positive,36-45,55
INT002998,CX02586,2026-01-15,Live Chat,Feedback,Basic Plan,Asia Pacific,4.71,0.13,Pending,1,2.9,Neutral,55+,54
INT002999,CX04358,2026-04-01,Email,Renewal,Basic Plan,Asia Pacific,4.09,2.86,Escalated,0,2.6,Neutral,36-45,55
INT003000,CX02703,2026-03-26,Website,Support,Basic Plan,Asia Pacific,4.21,0.12,Pending,0,1.5,Positive,46-55,27
INT003001,CX02363,2026-04-05,Phone,Feedback,Enterprise Plan,Europe,4.14,0.37,Resolved,0,4.9,Neutral,26-35,55
INT003002,CX01983,2026-01-31,Website,Renewal,Basic Plan,Asia Pacific,4.15,0.19,Resolved,0,1.2,Positive,36-45,57
INT003003,CX04048,2025-12-03,Live Chat,Renewal,Basic Plan,Asia Pacific,4.34,0.14,Resolved,0,3.2,Negative,18-25,13
INT003004,CX02464,2025-10-20,Email,Feedback,Basic Plan,Europe,4.36,1.98,Resolved,1,1.4,Positive,18-25,18
INT003005,CX00570,2026-03-05,Phone,Complaint,Basic Plan,Latin America,3.28,0.19,Resolved,1,3.1,Neutral,36-45,40
INT003006,CX02268,2025-05-30,Live Chat,Onboarding,Enterprise Plan,Asia Pacific,3.28,0.29,Pending,1,2.2,Positive,18-25,31
INT003007,CX00594,2026-01-09,Mobile App,Purchase,Enterprise Plan,Asia Pacific,3.74,0.17,Pending,1,1.8,Negative,26-35,1
INT003008,CX02807,2025-08-26,Email,Feedback,Enterprise Plan,Latin America,4.64,1.61,Pending,0,2.5,Positive,55+,25
INT003009,CX04444,2025-08-01,Website,Purchase,Basic Plan,Latin America,4.04,0.1,Resolved,1,3.2,Neutral,26-35,31
INT003010,CX03931,2025-11-16,Phone,Complaint,Pro Plan,Latin America,3.3,0.14,Resolved,0,2.8,Positive,26-35,59
INT003011,CX01780,2025-10-11,Email,Purchase,Basic Plan,North America,3.58,2.01,Resolved,1,3.1,Positive,46-55,10
INT003012,CX03662,2025-06-03,Mobile App,Support,Pro Plan,Asia Pacific,3.32,0.18,Resolved,1,4.7,Neutral,26-35,34
INT003013,CX00605,2026-05-26,Phone,Complaint,Basic Plan,North America,2.42,0.43,Resolved,1,2.7,Neutral,36-45,58
INT003014,CX00148,2026-02-13,In-Store,Complaint,Pro Plan,Asia Pacific,1.58,0.7,Resolved,1,2.5,Positive,55+,17
INT003015,CX04015,2025-05-31,Phone,Feedback,Enterprise Plan,Asia Pacific,4.15,0.13,Escalated,0,1.5,Positive,55+,7
INT003016,CX01187,2025-10-29,Mobile App,Complaint,Basic Plan,Asia Pacific,3.15,0.18,Escalated,1,2.9,Positive,18-25,19
INT003017,CX04754,2025-06-25,Phone,Renewal,Add-on Services,Europe,3.44,0.24,Escalated,1,4.5,Positive,46-55,26
INT003018,CX02428,2025-09-19,Mobile App,Complaint,Pro Plan,Europe,3.18,0.17,Escalated,0,3.0,Positive,46-55,60
INT003019,CX03175,2026-03-27,In-Store,Complaint,Pro Plan,Latin America,2.4,0.73,Escalated,0,1.5,Neutral,55+,17
INT003020,CX01513,2026-03-24,Email,Onboarding,Add-on Services,North America,3.29,3.27,Pending,1,4.9,Positive,46-55,56
INT003021,CX02477,2025-09-16,In-Store,Complaint,Enterprise Plan,North America,3.37,0.45,Escalated,0,2.4,Negative,18-25,2
INT003022,CX00364,2026-05-09,Mobile App,Support,Basic Plan,North America,3.86,0.18,Pending,1,4.3,Negative,36-45,50
INT003023,CX04382,2025-08-04,In-Store,Renewal,Basic Plan,Asia Pacific,4.25,0.45,Resolved,1,4.2,Negative,55+,9
INT003024,CX03033,2025-07-01,In-Store,Onboarding,Pro Plan,Latin America,4.38,0.36,Resolved,1,1.8,Neutral,55+,51
INT003025,CX02511,2026-05-06,Phone,Onboarding,Basic Plan,Asia Pacific,3.38,0.34,Pending,0,4.8,Neutral,18-25,52
INT003026,CX00545,2026-01-03,Email,Purchase,Basic Plan,Asia Pacific,4.02,4.32,Resolved,1,2.7,Negative,36-45,46
INT003027,CX01197,2026-03-01,Email,Onboarding,Add-on Services,Latin America,3.94,3.96,Escalated,1,1.5,Positive,46-55,49
INT003028,CX01919,2025-09-24,Live Chat,Support,Add-on Services,Latin America,3.63,0.11,Resolved,1,1.3,Positive,18-25,52
INT003029,CX02670,2026-04-28,Mobile App,Support,Enterprise Plan,Latin America,3.7,0.11,Pending,1,4.1,Negative,26-35,45
INT003030,CX00051,2026-03-18,Email,Purchase,Add-on Services,Asia Pacific,3.61,1.54,Pending,0,4.1,Negative,18-25,40
INT003031,CX02338,2025-11-19,Live Chat,Renewal,Basic Plan,North America,4.21,0.22,Escalated,1,4.0,Positive,55+,48
INT003032,CX00193,2025-07-31,Email,Feedback,Basic Plan,Europe,2.98,4.62,Escalated,0,3.6,Neutral,26-35,10
INT003033,CX03137,2025-07-05,Website,Onboarding,Pro Plan,Europe,3.71,0.06,Resolved,0,2.6,Positive,18-25,12
INT003034,CX00431,2025-10-24,Mobile App,Complaint,Basic Plan,Latin America,1.84,0.12,Escalated,1,1.1,Positive,18-25,24
INT003035,CX03183,2025-12-30,Phone,Complaint,Pro Plan,Latin America,2.09,0.26,Escalated,0,4.6,Positive,26-35,2
INT003036,CX01237,2025-11-17,Mobile App,Onboarding,Pro Plan,North America,3.74,0.2,Resolved,1,4.9,Neutral,36-45,55
INT003037,CX00823,2026-03-17,Website,Complaint,Pro Plan,Latin America,1.73,0.17,Resolved,1,4.7,Neutral,55+,14
INT003038,CX04763,2026-02-02,Email,Feedback,Enterprise Plan,North America,4.7,1.55,Resolved,1,4.6,Neutral,55+,54
INT003039,CX03159,2025-06-05,In-Store,Onboarding,Pro Plan,Europe,4.66,0.3,Resolved,1,3.9,Positive,36-45,49
INT003040,CX02477,2025-10-18,Live Chat,Onboarding,Enterprise Plan,North America,4.06,0.19,Pending,1,2.0,Positive,18-25,2
INT003041,CX04490,2026-02-09,Website,Support,Basic Plan,Europe,3.31,0.09,Escalated,1,1.1,Neutral,36-45,6
INT003042,CX00432,2026-03-11,Email,Support,Add-on Services,Europe,3.24,3.22,Resolved,0,2.7,Positive,55+,24
INT003043,CX02909,2025-07-28,Website,Onboarding,Basic Plan,Europe,4.61,0.1,Escalated,0,3.2,Negative,46-55,10
INT003044,CX04858,2025-12-06,Phone,Purchase,Basic Plan,Asia Pacific,4.43,0.33,Escalated,1,3.9,Negative,46-55,3
INT003045,CX01635,2026-01-16,In-Store,Feedback,Basic Plan,Asia Pacific,2.55,0.73,Pending,1,3.4,Positive,18-25,48
INT003046,CX01583,2025-09-02,Email,Feedback,Enterprise Plan,Asia Pacific,2.59,4.2,Resolved,0,2.4,Positive,36-45,56
INT003047,CX01760,2025-09-11,Phone,Renewal,Enterprise Plan,Asia Pacific,3.91,0.11,Escalated,1,1.2,Positive,55+,19
INT003048,CX02242,2025-10-30,Website,Complaint,Add-on Services,North America,2.81,0.05,Resolved,0,4.1,Positive,18-25,3
INT003049,CX00220,2025-12-26,Live Chat,Renewal,Basic Plan,Latin America,3.44,0.24,Resolved,1,3.1,Neutral,55+,50
INT003050,CX01769,2026-01-22,Phone,Support,Pro Plan,Europe,3.73,0.41,Escalated,1,3.4,Neutral,18-25,40
INT003051,CX00119,2025-09-30,In-Store,Support,Add-on Services,Latin America,4.1,0.83,Pending,1,1.8,Positive,55+,4
INT003052,CX04562,2025-09-12,Mobile App,Renewal,Enterprise Plan,Asia Pacific,3.41,0.16,Resolved,0,3.5,Negative,36-45,13
INT003053,CX03370,2026-05-09,In-Store,Onboarding,Enterprise Plan,Europe,3.2,0.92,Pending,1,1.9,Negative,18-25,4
INT003054,CX00422,2025-10-19,In-Store,Onboarding,Pro Plan,Asia Pacific,4.01,0.49,Resolved,0,1.6,Positive,36-45,24
INT003055,CX02651,2025-11-09,Mobile App,Feedback,Enterprise Plan,North America,4.26,0.16,Resolved,0,4.6,Neutral,55+,58
INT003056,CX00412,2025-09-18,Live Chat,Feedback,Pro Plan,North America,3.88,0.14,Escalated,1,1.2,Negative,36-45,32
INT003057,CX02687,2025-06-19,Mobile App,Support,Pro Plan,North America,3.81,0.16,Pending,1,4.3,Negative,55+,13
INT003058,CX01986,2025-06-15,In-Store,Feedback,Pro Plan,Latin America,4.91,0.3,Resolved,1,4.2,Neutral,55+,24
INT003059,CX02897,2025-07-04,Website,Renewal,Add-on Services,Latin America,3.97,0.17,Escalated,0,4.3,Positive,18-25,32
INT003060,CX03640,2025-07-25,Mobile App,Purchase,Add-on Services,Latin America,4.93,0.14,Resolved,1,2.6,Neutral,46-55,12
INT003061,CX02458,2026-05-18,Email,Purchase,Add-on Services,Europe,4.92,1.29,Resolved,1,2.5,Positive,26-35,5
INT003062,CX02401,2026-01-15,Live Chat,Support,Add-on Services,Latin America,4.2,0.11,Resolved,1,1.8,Positive,26-35,25
INT003063,CX02076,2025-07-15,Website,Renewal,Basic Plan,North America,3.49,0.19,Resolved,0,2.8,Negative,18-25,17
INT003064,CX00977,2025-10-13,Mobile App,Support,Add-on Services,Latin America,3.37,0.14,Resolved,0,4.7,Positive,26-35,9
INT003065,CX02344,2025-07-25,Phone,Complaint,Add-on Services,North America,2.87,0.44,Pending,1,3.9,Positive,36-45,50
INT003066,CX04021,2026-03-17,Live Chat,Onboarding,Basic Plan,Asia Pacific,4.61,0.19,Escalated,1,2.6,Positive,18-25,32
INT003067,CX02799,2025-11-22,Phone,Complaint,Pro Plan,Europe,3.12,0.16,Escalated,0,1.3,Neutral,55+,54
INT003068,CX00736,2026-04-10,Phone,Renewal,Basic Plan,North America,3.8,0.34,Escalated,1,2.4,Positive,55+,43
INT003069,CX04090,2025-11-15,Live Chat,Renewal,Add-on Services,Latin America,3.97,0.13,Resolved,1,4.5,Positive,55+,30
INT003070,CX01335,2025-06-24,Mobile App,Renewal,Basic Plan,North America,3.77,0.18,Escalated,0,2.4,Neutral,36-45,23
INT003071,CX01788,2026-02-11,Phone,Onboarding,Enterprise Plan,North America,3.57,0.35,Resolved,1,2.0,Neutral,26-35,24
INT003072,CX01964,2025-09-06,Email,Purchase,Basic Plan,Asia Pacific,3.62,2.87,Resolved,1,1.4,Negative,26-35,28
INT003073,CX00123,2025-11-17,Live Chat,Complaint,Enterprise Plan,Latin America,2.79,0.15,Resolved,0,2.4,Positive,26-35,33
INT003074,CX03846,2026-01-18,Live Chat,Feedback,Enterprise Plan,Latin America,3.58,0.21,Resolved,1,1.7,Negative,26-35,47
INT003075,CX03777,2025-10-13,Email,Complaint,Pro Plan,Latin America,3.33,4.59,Resolved,1,1.2,Positive,46-55,44
INT003076,CX03695,2026-03-31,Website,Support,Enterprise Plan,North America,2.61,0.08,Resolved,1,4.5,Positive,18-25,32
INT003077,CX01499,2025-07-23,Mobile App,Purchase,Basic Plan,Europe,4.44,0.16,Resolved,1,3.0,Negative,46-55,18
INT003078,CX01212,2025-06-29,Website,Renewal,Enterprise Plan,Europe,3.27,0.13,Resolved,1,1.3,Positive,26-35,57
INT003079,CX02639,2025-12-13,In-Store,Renewal,Add-on Services,Latin America,3.02,0.72,Resolved,0,1.9,Negative,55+,38
INT003080,CX02646,2025-08-03,Website,Onboarding,Pro Plan,Latin America,3.45,0.12,Resolved,1,4.8,Neutral,46-55,38
INT003081,CX03863,2026-01-18,Live Chat,Support,Enterprise Plan,Europe,3.51,0.27,Pending,1,2.4,Negative,36-45,1
INT003082,CX04985,2025-07-08,In-Store,Complaint,Basic Plan,North America,2.95,0.77,Resolved,0,3.8,Neutral,26-35,42
INT003083,CX00877,2026-04-14,Live Chat,Purchase,Basic Plan,Asia Pacific,3.97,0.2,Resolved,1,4.4,Neutral,46-55,44
INT003084,CX01781,2026-03-11,Email,Renewal,Add-on Services,Asia Pacific,4.08,2.81,Resolved,1,3.4,Positive,26-35,43
INT003085,CX00700,2026-04-17,Email,Support,Enterprise Plan,Europe,2.58,2.53,Escalated,1,1.6,Neutral,46-55,50
INT003086,CX04181,2025-08-30,Live Chat,Renewal,Pro Plan,Asia Pacific,4.01,0.16,Resolved,1,4.3,Negative,18-25,10
INT003087,CX03218,2026-03-27,Email,Purchase,Basic Plan,Latin America,4.15,1.71,Escalated,1,1.5,Negative,26-35,26
INT003088,CX00669,2025-10-14,Website,Feedback,Enterprise Plan,Europe,4.96,0.17,Resolved,1,2.5,Positive,55+,23
INT003089,CX03630,2026-04-24,Phone,Onboarding,Add-on Services,North America,3.43,0.2,Resolved,0,2.4,Negative,36-45,43
INT003090,CX00293,2025-10-18,Phone,Purchase,Pro Plan,Europe,4.38,0.43,Resolved,1,2.1,Positive,18-25,31
INT003091,CX03727,2025-12-03,Live Chat,Purchase,Basic Plan,Europe,4.78,0.24,Pending,0,3.4,Negative,26-35,30
INT003092,CX00623,2026-05-09,In-Store,Support,Pro Plan,Asia Pacific,4.46,0.65,Resolved,1,4.1,Neutral,55+,47
INT003093,CX00183,2025-12-29,Live Chat,Complaint,Basic Plan,Europe,2.39,0.26,Resolved,0,2.1,Negative,36-45,23
INT003094,CX02582,2025-07-31,Website,Complaint,Pro Plan,Latin America,3.41,0.1,Pending,0,2.9,Positive,18-25,53
INT003095,CX01217,2026-01-26,Website,Feedback,Add-on Services,Latin America,2.68,0.11,Resolved,1,2.6,Positive,36-45,30
INT003096,CX00039,2025-12-27,In-Store,Complaint,Add-on Services,North America,2.85,0.64,Resolved,1,1.0,Negative,55+,43
INT003097,CX02318,2026-03-12,Email,Complaint,Enterprise Plan,Europe,3.07,1.71,Resolved,1,3.6,Positive,55+,22
INT003098,CX04857,2026-03-16,Website,Feedback,Basic Plan,North America,3.52,0.12,Resolved,1,4.7,Negative,18-25,24
INT003099,CX04380,2025-08-30,Live Chat,Feedback,Basic Plan,Europe,2.76,0.21,Resolved,0,4.0,Positive,26-35,24
INT003100,CX03313,2025-06-16,Live Chat,Feedback,Basic Plan,Asia Pacific,3.8,0.2,Resolved,1,1.2,Positive,36-45,33
INT003101,CX00944,2025-07-06,In-Store,Renewal,Enterprise Plan,Asia Pacific,4.0,0.2,Resolved,0,2.0,Positive,18-25,34
INT003102,CX03731,2025-10-12,Website,Feedback,Add-on Services,North America,2.95,0.11,Pending,1,3.5,Positive,36-45,7
INT003103,CX03363,2026-05-07,Phone,Support,Enterprise Plan,Europe,4.1,0.18,Resolved,1,2.0,Neutral,26-35,32
INT003104,CX04614,2026-04-17,In-Store,Complaint,Enterprise Plan,Europe,2.99,0.76,Resolved,1,4.6,Positive,55+,24
INT003105,CX04820,2025-07-17,Live Chat,Complaint,Enterprise Plan,North America,2.35,0.15,Resolved,1,2.6,Neutral,26-35,1
INT003106,CX00424,2026-03-19,Phone,Feedback,Add-on Services,Latin America,4.85,0.39,Resolved,0,3.4,Negative,18-25,33
INT003107,CX00632,2025-07-01,In-Store,Purchase,Add-on Services,Europe,3.86,0.23,Escalated,1,2.6,Negative,18-25,42
INT003108,CX04956,2026-04-23,Mobile App,Onboarding,Add-on Services,Latin America,4.67,0.19,Resolved,1,3.4,Neutral,36-45,47
INT003109,CX00371,2026-02-19,Live Chat,Support,Basic Plan,North America,3.28,0.2,Pending,1,1.1,Negative,36-45,2
INT003110,CX01285,2026-04-22,Phone,Purchase,Enterprise Plan,Asia Pacific,4.66,0.34,Resolved,1,2.1,Neutral,18-25,33
INT003111,CX01821,2025-11-05,Live Chat,Purchase,Basic Plan,Europe,4.52,0.24,Resolved,1,3.3,Positive,46-55,21
INT003112,CX00342,2026-05-23,Mobile App,Renewal,Enterprise Plan,North America,4.29,0.12,Escalated,1,4.0,Positive,18-25,58
INT003113,CX02259,2025-09-13,Phone,Onboarding,Enterprise Plan,Latin America,4.06,0.46,Resolved,0,1.8,Neutral,18-25,20
INT003114,CX01163,2025-10-09,Live Chat,Support,Pro Plan,Asia Pacific,3.22,0.12,Pending,1,4.9,Positive,36-45,10
INT003115,CX04857,2026-02-16,Email,Feedback,Basic Plan,North America,3.0,4.61,Resolved,1,3.4,Neutral,18-25,24
INT003116,CX01726,2026-04-12,Phone,Complaint,Basic Plan,Asia Pacific,2.27,0.45,Resolved,1,3.0,Positive,26-35,31
INT003117,CX03980,2026-03-21,Email,Onboarding,Enterprise Plan,North America,3.75,1.34,Resolved,1,3.1,Positive,18-25,30
INT003118,CX03830,2026-02-01,Phone,Purchase,Basic Plan,Latin America,4.55,0.4,Resolved,1,4.3,Positive,46-55,55
INT003119,CX04700,2026-02-21,Mobile App,Renewal,Pro Plan,North America,3.59,0.12,Resolved,1,2.0,Positive,26-35,21
INT003120,CX02504,2025-07-08,Email,Purchase,Add-on Services,Europe,4.23,2.44,Pending,0,3.3,Positive,46-55,60
INT003121,CX02794,2025-08-28,In-Store,Onboarding,Pro Plan,North America,3.63,0.9,Resolved,0,3.1,Positive,36-45,34
INT003122,CX01965,2026-02-23,Website,Support,Add-on Services,Europe,3.47,0.12,Resolved,0,4.3,Negative,46-55,9
INT003123,CX02259,2025-08-05,Website,Support,Enterprise Plan,Latin America,3.37,0.11,Resolved,0,1.2,Positive,18-25,20
INT003124,CX04772,2025-08-27,Live Chat,Support,Add-on Services,North America,4.28,0.2,Resolved,0,1.5,Negative,46-55,33
INT003125,CX01620,2026-01-27,Live Chat,Onboarding,Pro Plan,North America,3.16,0.16,Resolved,1,4.8,Positive,26-35,33
INT003126,CX01049,2025-08-18,Phone,Support,Enterprise Plan,North America,2.94,0.26,Pending,1,2.6,Negative,26-35,32
INT003127,CX03722,2026-01-07,Email,Support,Add-on Services,Latin America,2.51,4.08,Resolved,1,2.1,Neutral,55+,26
INT003128,CX00917,2025-11-12,Live Chat,Feedback,Enterprise Plan,Asia Pacific,3.68,0.19,Resolved,1,3.0,Neutral,46-55,32
INT003129,CX02387,2026-02-16,Email,Support,Pro Plan,Europe,3.53,2.04,Resolved,1,2.0,Negative,46-55,57
INT003130,CX03099,2026-05-02,Live Chat,Support,Enterprise Plan,North America,3.78,0.18,Pending,1,1.7,Neutral,26-35,4
INT003131,CX03702,2026-01-29,Website,Complaint,Add-on Services,North America,3.47,0.19,Resolved,1,4.0,Negative,26-35,45
INT003132,CX02476,2026-05-28,Live Chat,Feedback,Enterprise Plan,Latin America,3.01,0.25,Resolved,1,1.3,Positive,26-35,50
INT003133,CX04460,2025-06-30,Live Chat,Feedback,Basic Plan,Europe,3.38,0.22,Resolved,1,1.8,Positive,18-25,32
INT003134,CX01370,2025-07-20,Email,Support,Pro Plan,Asia Pacific,3.57,3.03,Resolved,1,2.6,Negative,18-25,27
INT003135,CX00988,2026-02-02,Website,Complaint,Enterprise Plan,Asia Pacific,2.85,0.1,Resolved,0,3.8,Positive,26-35,4
INT003136,CX03742,2025-10-18,Live Chat,Feedback,Enterprise Plan,Europe,4.7,0.25,Resolved,1,3.0,Positive,46-55,45
INT003137,CX01465,2026-02-28,Live Chat,Onboarding,Enterprise Plan,Latin America,4.79,0.24,Pending,0,2.6,Negative,46-55,41
INT003138,CX03376,2025-12-08,Website,Support,Add-on Services,Asia Pacific,3.4,0.19,Pending,1,1.7,Neutral,18-25,18
INT003139,CX03773,2026-05-12,Phone,Purchase,Pro Plan,Latin America,3.96,0.32,Escalated,0,3.3,Positive,46-55,1
INT003140,CX04222,2026-02-25,In-Store,Support,Pro Plan,Latin America,3.53,0.24,Pending,1,3.2,Negative,55+,23
INT003141,CX03899,2025-09-04,Mobile App,Onboarding,Add-on Services,North America,3.63,0.17,Escalated,1,4.4,Negative,46-55,13
INT003142,CX04353,2025-10-26,Mobile App,Onboarding,Pro Plan,Europe,4.75,0.13,Pending,1,2.0,Positive,18-25,34
INT003143,CX01822,2025-06-23,Mobile App,Support,Pro Plan,Asia Pacific,3.43,0.12,Resolved,1,2.2,Positive,55+,36
INT003144,CX04075,2025-07-29,In-Store,Onboarding,Add-on Services,Europe,4.79,0.49,Resolved,0,1.4,Positive,18-25,35
INT003145,CX00353,2026-04-20,Mobile App,Feedback,Pro Plan,Europe,4.97,0.15,Pending,0,1.6,Positive,55+,44
INT003146,CX02187,2026-04-11,Live Chat,Onboarding,Pro Plan,North America,3.36,0.23,Escalated,1,4.5,Positive,18-25,35
INT003147,CX04781,2026-01-17,Phone,Renewal,Add-on Services,Latin America,3.36,0.41,Escalated,1,3.4,Positive,26-35,11
INT003148,CX02768,2026-04-09,Live Chat,Renewal,Enterprise Plan,North America,3.37,0.25,Resolved,1,1.5,Neutral,36-45,10
INT003149,CX00412,2026-03-27,In-Store,Support,Pro Plan,North America,3.25,0.81,Resolved,0,1.2,Positive,36-45,32
INT003150,CX00421,2026-02-04,Live Chat,Onboarding,Basic Plan,North America,4.97,0.21,Resolved,1,4.6,Negative,26-35,46
INT003151,CX00284,2026-05-24,Mobile App,Renewal,Basic Plan,North America,3.75,0.13,Resolved,0,1.1,Positive,26-35,27
INT003152,CX04483,2025-10-04,Phone,Support,Enterprise Plan,Latin America,2.74,0.29,Pending,1,2.5,Positive,36-45,26
INT003153,CX02200,2025-08-22,Website,Renewal,Pro Plan,Asia Pacific,3.39,0.13,Resolved,0,3.7,Positive,55+,58
INT003154,CX00096,2025-06-27,Live Chat,Feedback,Enterprise Plan,Asia Pacific,4.6,0.27,Escalated,1,3.2,Neutral,55+,45
INT003155,CX00554,2026-04-21,Website,Complaint,Enterprise Plan,Latin America,2.33,0.11,Resolved,1,1.5,Positive,26-35,36
INT003156,CX01261,2025-10-18,In-Store,Onboarding,Enterprise Plan,Europe,4.34,0.21,Resolved,1,4.3,Positive,26-35,58
INT003157,CX00345,2025-11-20,Email,Support,Enterprise Plan,North America,3.71,1.07,Escalated,1,2.8,Positive,26-35,4
INT003158,CX01525,2025-11-02,Phone,Purchase,Enterprise Plan,Europe,4.44,0.28,Resolved,0,1.5,Neutral,18-25,53
INT003159,CX00955,2026-01-21,Website,Purchase,Basic Plan,North America,4.9,0.1,Resolved,0,2.8,Positive,36-45,51
INT003160,CX02853,2025-12-11,Phone,Complaint,Pro Plan,Asia Pacific,3.32,0.44,Resolved,1,1.1,Neutral,46-55,11
INT003161,CX00181,2025-09-01,In-Store,Onboarding,Basic Plan,Asia Pacific,3.81,0.13,Pending,1,4.3,Positive,36-45,57
INT003162,CX03890,2026-03-30,Email,Purchase,Add-on Services,North America,3.98,2.31,Escalated,1,3.9,Positive,36-45,2
INT003163,CX04180,2025-09-13,Phone,Renewal,Enterprise Plan,Asia Pacific,4.39,0.28,Pending,0,4.2,Positive,36-45,35
INT003164,CX02320,2025-08-08,Phone,Onboarding,Pro Plan,Europe,4.56,0.47,Escalated,0,2.7,Positive,26-35,49
INT003165,CX01568,2025-09-19,In-Store,Renewal,Pro Plan,North America,4.16,0.25,Pending,0,1.2,Negative,36-45,19
INT003166,CX00746,2025-12-11,Website,Complaint,Enterprise Plan,North America,2.91,0.19,Escalated,1,1.9,Neutral,46-55,32
